1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;;;;;;;;;;;;;;;;;
Player;Team;Age;GP;W;L;Min;PTS;FGM;FGA;FG%;15:00;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;FP;DD2;TD3;+/-;OFFRTG;DEFRTG;NETRTG;AST%;AST/TO;AST RATIO;OREB%;DREB%;REB%;TO RATIO;EFG%;TS%;USG%;PACE;PIE;POSS;;;;;;;;;;;;;;;;;;;;;;;;;
Kevin Love;MIA;36;23;13;10;10,9;122;41;115;35,7;23;67;35,8;16;23;69,6;23;71;94;23;14;16;5;21;311;0;0;-1,1;108,7;112,3;-3,6;13,4;1,57;13,6;8;28,2;17,7;8,6;46,1;48,8;23;103,56;10,9;540;;;;;;;;;;;;;;;;;;;;;;;;;
Branden Carlson;OKC;25;32;29;3;7,7;122;42;96;44,3;22;67;33,3;13;19;77,8;16;38;54;13;6;6;22;22;278;1;0;1,3;115,1;105,8;9,4;7,7;2;11,1;6,4;13,1;9,9;5,6;55,7;58,1;18,5;103,83;10,1;529;;;;;;;;;;;;;;;;;;;;;;;;;
Colin Castleton;TOR;25;26;15;11;16,6;122;47;99;46,9;3;16;12,5;29;39;76,3;52;70;122;29;23;8;10;52;343;0;0;-1,2;106,1;108,2;-2,1;9,2;1,22;16,9;10,4;14,3;12,3;13,9;48;53,6;12,5;102,22;7,4;915;;;;;;;;;;;;;;;;;;;;;;;;;
Isaiah Wong;CHA;24;20;2;18;13,3;120;42;106;39;14;34;39,4;26;34;73,5;14;18;32;28;18;12;0;22;216;0;0;-0,3;100;102,6;-2,6;18,7;1,56;16,8;5,1;7,1;6;10,8;45,2;50;22;98,35;7,7;548;;;;;;;;;;;;;;;;;;;;;;;;;
Josh Minott;MIN;22;46;32;14;6;120;46;92;48,9;14;41;32,6;18;18;89,5;14;37;46;18;9;14;14;32;271;0;0;-0,3;104;107;-3;9,6;1,64;14,2;4,4;11,5;8,1;8,7;56,7;60,5;16;104,77;9,5;604;;;;;;;;;;;;;;;;;;;;;;;;;
Jared Rhoden;TOR;25;14;8;6;16,2;118;42;87;48,3;13;39;30,8;22;25;88;14;28;42;15;8;10;1;20;220;1;0;4,6;118,1;103,4;14,7;9,8;1,78;12,9;5,2;11,3;8,2;7,3;55,2;60,2;18,3;103,89;10,6;486;;;;;;;;;;;;;;;;;;;;;;;;;
Dwight Powell;DAL;33;55;25;30;10;116;44;61;68,9;0;6;40;28;44;65,1;50;72;116;55;17;17;22;77;435;0;0;-0,3;108,6;109,7;-1,1;13;3,06;36,2;8,4;13,1;10,7;11,8;70,5;71,3;7,3;102,17;7,3;1172;;;;;;;;;;;;;;;;;;;;;;;;;
Robert Williams III;POR;27;20;7;13;17,6;116;50;78;64,1;2;4;33,3;16;18;88,2;36;84;118;22;18;14;34;32;410;0;0;-0,9;106,3;108,3;-2;9;1,24;17,1;9,7;21,7;15,9;13,8;64,7;67,9;12;100,69;13,7;736;;;;;;;;;;;;;;;;;;;;;;;;;
Maxwell Lewis;BKN;22;28;9;19;11,7;115;45;109;41,7;20;50;38;8;11;70;17;36;56;20;14;8;8;28;244;0;0;-2,4;101,2;110,7;-9,6;9,1;1,36;13;5,1;11,8;8,2;9,6;50,5;51,6;16,4;99,39;6,6;677;;;;;;;;;;;;;;;;;;;;;;;;;
Dariq Whitehead;BKN;20;20;6;14;12,3;114;40;96;40,6;34;74;44,6;4;6;60;4;26;30;12;16;6;2;22;172;0;0;-3,2;98,7;109,7;-11,1;7,8;0,8;9,6;1,5;10,5;5,6;12;57,8;58;18,9;103,67;6,5;529;;;;;;;;;;;;;;;;;;;;;;;;;
Matisse Thybulle;POR;28;15;8;7;20,8;113;42;89;47,7;21;48;43,8;8;15;46,7;14;38;53;29;14;33;9;14;330;0;0;0,1;105,3;105,1;0,2;12,6;2,15;20,7;3,8;12,2;7,6;9,6;59,7;59,2;13,5;102,37;11,4;666;;;;;;;;;;;;;;;;;;;;;;;;;
Baylor Scheierman;BOS;24;31;27;4;12,4;112;40;109;35,5;25;81;31,7;9;12;75;19;47;65;34;12;16;3;22;285;0;0;0,9;109,9;105,8;4,1;12;2,75;20,5;4,8;11,7;8,3;7,5;47,3;49;14,3;95,28;7,4;761;;;;;;;;;;;;;;;;;;;;;;;;;
Damion Baugh;CHA;24;15;1;14;24,7;110;42;131;32,3;12;56;21,4;14;15;86,7;14;36;50;56;32;15;2;23;273;0;0;-11,3;99,5;121,8;-22,3;23,5;1,81;25;3,3;9,8;6,4;13,8;36,9;39,9;18,6;99,5;5,1;769;;;;;;;;;;;;;;;;;;;;;;;;;
Patty Mills;LAC;36;29;12;17;11,1;110;35;96;37,5;26;75;34,7;12;15;92,9;3;17;23;26;17;12;3;23;209;0;0;-0,5;104,6;108;-3,4;12,3;1,53;18,1;1,2;5,1;3,2;11,8;51;54,3;15;103,29;5,5;694;;;;;;;;;;;;;;;;;;;;;;;;;
John Konchar;MEM;29;46;26;20;12,1;110;41;92;45,1;23;60;37,1;9;9;87,5;37;115;152;41;14;32;14;32;474;0;0;1,3;113,2;107,8;5,4;9,5;2,63;27,6;6;18,7;12,3;10,5;57,7;59,2;7,7;105,46;9,4;1223;;;;;;;;;;;;;;;;;;;;;;;;;
Drew Timme;BKN;24;9;3;6;28,2;109;45;102;44,1;9;35;25,7;10;16;62,5;17;48;65;20;15;4;1;21;217;3;0;-7,3;102,8;115,5;-12,6;13,7;1,33;14;6;19,4;12,3;10,5;48,5;50;20,5;100,3;8,6;531;;;;;;;;;;;;;;;;;;;;;;;;;
Torrey Craig;BOS;34;26;16;10;12,1;109;39;91;42,2;23;65;36,4;8;13;66,7;26;47;73;18;8;8;13;34;273;0;0;-1,9;104,9;109,8;-5;7,8;2,13;14;7,6;13,8;10,6;6,6;55,6;56,7;13,9;98,16;8;634;;;;;;;;;;;;;;;;;;;;;;;;;
Jaden Springer;UTA;22;43;22;21;8,5;108;34;90;38,9;13;47;25;26;39;71,1;17;43;56;34;17;26;4;43;297;0;0;-0,7;105,6;108,9;-3,3;13;2,06;21;4,4;10,7;7,6;10,2;45,6;51,1;13,9;102,79;6,3;779;;;;;;;;;;;;;;;;;;;;;;;;;
Taj Gibson;CHA;39;37;10;27;11,1;107;48;96;49,5;0;4;50;11;19;60;52;70;118;22;26;7;19;56;337;1;0;-3,4;96,6;110,4;-13,8;8,1;0,84;14;11,4;15,1;13,3;16,7;50;51,5;13,2;99,38;6,8;843;;;;;;;;;;;;;;;;;;;;;;;;;
Jalen Hood-Schifino;PHI;21;15;3;12;21;107;38;98;37,8;14;47;30,4;18;21;85,7;3;24;27;38;18;5;8;26;212;0;0;-6,4;107,2;123,5;-16,4;16,5;2,06;22,7;0,9;7,7;4,1;11;44,9;49,4;16,4;101,36;4,9;670;;;;;;;;;;;;;;;;;;;;;;;;;
Cam Reddish;LAL;25;33;15;18;17,9;106;40;92;40,4;13;46;27,7;17;26;61,5;17;50;66;23;13;33;10;43;333;0;0;-2,8;107,6;115,9;-8,4;4,9;1,83;15,8;2,9;8,1;5,6;8,6;47,3;49,8;8,4;100,53;4;1240;;;;;;;;;;;;;;;;;;;;;;;;;
Oscar Tshiebwe;UTA;25;14;3;11;18,2;106;42;70;60;0;0;0;22;31;74,2;46;76;122;8;10;13;1;24;300;4;0;-0,8;113,4;115,8;-2,5;5,1;0,9;8,9;16;28,6;22,1;9,9;60;64;14,4;101,2;14;539;;;;;;;;;;;;;;;;;;;;;;;;;
Johnny Furphy;IND;20;50;31;19;7,6;105;35;90;38;15;50;30;20;20;81,8;25;50;70;20;10;20;10;40;290;0;0;0,4;106,1;105,4;0,6;6,3;1,58;14,4;6;12,6;9,3;9,1;46,2;50,6;11,8;105,49;5,9;842;;;;;;;;;;;;;;;;;;;;;;;;;
Cam Spencer;MEM;25;25;14;11;10,1;105;35;83;41,5;20;53;36,5;20;20;100;13;18;30;35;5;10;0;23;218;0;0;1,6;116,4;109,6;6,8;18,2;5,67;26,2;4,3;7;5,6;4,6;53;58,7;14,8;103,04;8,7;543;;;;;;;;;;;;;;;;;;;;;;;;;
Maxi Kleber;LAL;33;34;18;16;18,7;102;37;95;38,5;14;48;26,5;17;20;76,2;24;71;95;44;24;10;17;65;337;0;0;-0,5;111,9;112,3;-0,4;8,7;1,87;25;4;10,5;7,3;13,4;45,3;48,9;8,5;101,75;3,5;1345;;;;;;;;;;;;;;;;;;;;;;;;;
Pat Spencer;GSW;28;39;24;15;6,4;98;43;101;40,6;4;23;22,7;12;16;73,3;16;31;47;47;20;16;4;20;257;0;0;-0,4;105;107,8;-2,8;27,4;2,67;27,6;5,5;13,1;9;10,3;43,1;45,5;20,4;103,26;9,3;536;;;;;;;;;;;;;;;;;;;;;;;;;
Jordan McLaughlin;SAS;29;46;17;29;6,8;97;32;74;43,1;18;46;41,3;18;23;77,3;5;23;32;51;14;14;0;18;244;0;0;1,2;118;108,9;9,1;20,8;3,19;34,2;2,1;7,4;5;10,7;56,3;60;13,4;99,58;8,3;651;;;;;;;;;;;;;;;;;;;;;;;;;
Trey Jemison III;LAL;25;38;17;21;10,3;95;42;72;55,4;0;0;0;11;34;39,4;46;61;106;15;23;8;15;68;293;0;0;-0,5;105,6;107,8;-2,2;5,8;0,67;12,3;11,4;14,1;12,8;18,5;55,4;53,7;12,1;99,06;4,4;809;;;;;;;;;;;;;;;;;;;;;;;;;
Jericho Sims;MIL;26;53;34;19;11,9;95;42;69;63,4;0;0;0;11;11;61,5;69;127;196;32;32;11;21;64;440;0;0;0,5;111,5;109,1;2,4;6,8;1;23,1;11,4;19,6;15,6;23,1;63,4;63,9;7,4;98,7;7;1295;;;;;;;;;;;;;;;;;;;;;;;;;
Reece Beekman;BKN;23;36;13;23;13;94;36;108;32,7;7;40;17,5;14;22;76,2;14;25;40;65;22;32;4;36;317;0;0;-3,3;98,5;110,4;-12;20,5;3;31,3;2,4;6,1;4,1;10,4;36;40;12,2;99,16;5,1;969;;;;;;;;;;;;;;;;;;;;;;;;;
Christian Koloko;LAL;24;37;23;14;9,2;89;41;67;60,6;0;4;0;11;15;71,4;33;56;93;15;11;7;15;44;285;0;0;-0,2;104,7;106;-1,3;6,8;1,33;15,8;9,5;16,5;12,9;11,9;60,6;62,4;10,4;101,19;8,2;721;;;;;;;;;;;;;;;;;;;;;;;;;
Dru Smith;MIA;27;14;8;6;19,2;87;31;62;50,8;15;29;53,3;8;13;75;13;24;36;22;17;21;6;29;228;0;0;2,7;107,3;100,5;6,8;12,8;1,35;21,5;4,2;8,6;6,4;15,9;63,9;65,6;13,1;100,58;8,2;562;;;;;;;;;;;;;;;;;;;;;;;;;
Mitchell Robinson;NYK;27;17;10;7;17,1;87;37;56;66,1;0;0;0;14;19;68,4;53;49;100;14;10;15;19;26;320;2;0;1,4;113,8;108,2;5,7;6,2;1,3;14,8;17,4;17,6;17,5;11,4;66,1;67,6;10,9;96,37;12,2;578;;;;;;;;;;;;;;;;;;;;;;;;;
Lester Quinones;NOP;24;13;3;10;14,1;86;31;78;39,7;13;44;29,5;10;13;84,6;4;16;20;23;14;3;3;18;146;0;0;-2;104,5;110,4;-5,9;19,8;1,71;19,8;2;7,6;4,8;11,6;48,1;51,4;21,3;105,49;6,5;402;;;;;;;;;;;;;;;;;;;;;;;;;
Elfrid Payton;NOP;31;24;3;21;21,3;84;41;122;32,8;0;7;16,7;5;7;57,1;14;65;79;166;60;24;12;36;475;2;0;-6,2;99,7;113,1;-13,4;44,3;2,81;47,4;2,7;11,4;7,1;16,9;33,2;34;15,1;101,3;7,9;1076;;;;;;;;;;;;;;;;;;;;;;;;;
Jordan Walsh;BOS;21;52;39;13;7,8;83;31;83;36,1;16;57;27,3;5;10;58,3;21;47;68;21;16;10;10;31;244;0;0;0,5;111,8;108;3,8;6,4;1,12;15,3;5,7;11,3;8,5;13,7;45,2;46,4;11;98,14;4,5;821;;;;;;;;;;;;;;;;;;;;;;;;;
Damion Lee;PHX;32;25;6;19;5,8;83;28;75;36,5;10;38;24,3;20;20;95,2;3;18;20;10;10;5;0;5;133;0;0;1;104,7;98,7;6;12,1;1,1;10,5;2;10,4;6,4;9,5;42,6;49,9;26,9;104,99;8,9;318;;;;;;;;;;;;;;;;;;;;;;;;;
Tyler Kolek;NYK;24;41;27;14;7,2;82;29;82;32,9;12;45;29,8;12;16;76,5;8;21;29;70;16;12;4;25;250;0;0;0;104,1;104,4;-0,3;32,1;3,89;39,3;2,7;5,9;4,3;10,1;41,5;45,3;15,2;102,35;7,2;632;;;;;;;;;;;;;;;;;;;;;;;;;
Johnny Davis;WAS;23;34;4;30;7,1;82;31;78;41;7;31;24,1;10;14;60;10;27;37;10;7;14;7;17;197;0;0;-0,8;104,7;107,2;-2,5;6,4;1,57;10,7;3,6;10,4;6,9;6,8;45,5;47,3;15;106,66;6,7;531;;;;;;;;;;;;;;;;;;;;;;;;;
MarJon Beauchamp;NYK;24;35;19;16;4,5;81;28;67;41,5;11;28;34,5;14;21;75;11;32;46;11;14;4;0;14;147;0;0;0,3;94,8;92;2,9;12,4;0,73;10,9;6,4;19,8;12,9;14,9;49,2;53,5;22,2;106,73;12,3;347;;;;;;;;;;;;;;;;;;;;;;;;;
Jaylen Martin;WAS;21;16;3;13;14,9;78;30;74;41,9;6;22;30,4;10;10;90;11;34;45;18;13;10;0;14;171;0;0;-8,2;93,6;120,7;-27,1;12;1,42;16;4;14,1;8,6;11,3;46,6;49,7;15,5;100,58;7,4;502;;;;;;;;;;;;;;;;;;;;;;;;;
Alex Reese;PHI;26;15;4;11;14,4;77;26;54;48,1;15;41;36,6;9;12;75;9;38;47;5;6;11;11;21;192;0;0;1,3;117,3;111,8;5,5;2,3;0,67;5,8;4,1;16,1;10,3;8,7;62;64,1;12,3;104,64;7,9;468;;;;;;;;;;;;;;;;;;;;;;;;;
Kobe Brown;LAC;25;40;25;15;6,8;76;32;72;45,8;8;28;23,1;4;8;71,4;20;48;64;24;12;8;4;24;212;0;0;-1,3;105,9;114,7;-8,7;13,7;2;21,8;7;17,6;12,2;10,9;50;51,3;13,4;98,21;8,3;555;;;;;;;;;;;;;;;;;;;;;;;;;
Moses Brown;DAL;25;13;5;8;9,1;75;34;49;69,4;0;0;0;8;10;72,7;12;33;44;3;10;7;4;17;151;1;0;-1,1;101,5;105,9;-4,4;2,9;0,18;3;9,8;22,4;16,5;16,7;69,4;70,6;21,6;108,49;15,4;267;;;;;;;;;;;;;;;;;;;;;;;;;
Lamar Stevens;MEM;27;17;7;10;9,1;75;29;63;46;9;27;29,6;9;10;72,7;3;34;37;9;10;5;3;15;146;0;0;3,9;128,2;101,8;26,4;6,3;0,8;9,3;2,7;18,4;11,4;11,6;52,4;54,5;21;102,46;9;323;;;;;;;;;;;;;;;;;;;;;;;;;
Alex Len;LAL;31;46;21;25;8,3;74;32;64;50,8;0;9;22,2;9;18;47,1;37;55;97;37;18;9;23;55;313;0;0;-3,3;101,4;118,9;-17,5;14,3;1,9;29,5;9,4;14,2;11,8;15,5;52,4;52,5;10,1;101,55;5,7;798;;;;;;;;;;;;;;;;;;;;;;;;;
JT Thor;WAS;22;20;10;10;12,5;72;26;60;42,4;6;22;28,6;16;22;68,2;20;28;48;6;10;8;10;18;180;0;0;-4,8;95,3;115,3;-20;4;0,67;7,1;7;10,1;8,5;10,6;47,5;51,7;13,2;98,57;6,5;515;;;;;;;;;;;;;;;;;;;;;;;;;
Tristan Thompson;CLE;34;40;31;9;8,2;68;32;72;43,7;0;4;0;8;32;23,3;32;104;136;24;16;4;12;36;292;0;0;-2,1;97,2;109,8;-12,5;10,9;1,71;19,5;8,4;27,1;17,7;11,4;43,7;41;12,3;100,56;8,3;688;;;;;;;;;;;;;;;;;;;;;;;;;
Tyler Smith;MIL;20;23;12;11;5,3;67;23;51;48;14;30;43,3;7;7;75;7;18;25;5;7;2;5;12;115;0;0;0,3;103,4;96,3;7,1;5,6;0,5;6,2;5;14,3;9,8;12,3;61;62,6;20,5;105,22;12,3;261;;;;;;;;;;;;;;;;;;;;;;;;;
Jaylen Nowell;NOP;25;8;1;7;21;67;26;73;35,6;8;27;29,6;7;11;63,6;6;14;20;18;8;1;4;9;125;0;0;-5,3;100,9;114;-13,1;17,6;2,25;17,3;3,2;8,6;5,8;7,7;41,1;43;21,5;96,24;6;338;;;;;;;;;;;;;;;;;;;;;;;;;
Adam Flagler;OKC;25;37;34;3;5,5;67;26;96;26;15;70;19,4;0;4;50;7;19;26;11;4;7;4;15;144;0;0;0,2;99,1;96,7;2,3;9,4;3;10,6;2,9;8,6;5,7;3,5;33,3;33,5;20,7;100,16;2,5;422;;;;;;;;;;;;;;;;;;;;;;;;;
Marcus Bagley;PHI;23;10;1;9;25,3;67;27;69;39,1;5;32;15,6;8;10;80;23;47;70;10;7;9;12;16;222;2;0;-8,4;101,1;117;-15,9;5,6;1,43;11;7,8;17,5;12,4;7,7;42,8;45,6;12,8;102,58;7,7;542;;;;;;;;;;;;;;;;;;;;;;;;;
Nate Williams;HOU;26;20;14;6;7,3;66;28;62;43,5;6;26;23,1;6;8;62,5;6;8;14;10;14;8;4;16;116;0;0;-1,2;110,6;116,8;-6,2;7,9;0,64;10,1;3,3;5,3;4,3;15,7;48,4;49,6;21,2;108,85;3,8;331;;;;;;;;;;;;;;;;;;;;;;;;;
De'Anthony Melton;BKN;27;6;4;2;20,2;62;22;54;40,7;13;35;37,1;5;8;62,5;6;14;20;17;10;7;2;18;128;1;0;4,5;108,3;97,4;10,9;20,5;1,7;20;4,6;10,4;7,5;11,8;52,8;53,9;22,3;105,54;9,1;265;;;;;;;;;;;;;;;;;;;;;;;;;
Tony Bradley;IND;27;14;11;3;8,1;62;29;45;64,4;1;3;33,3;1;6;33,3;18;24;42;6;6;1;8;11;148;1;0;3,1;112,6;93,6;19;8;1,2;10,2;15,1;19,2;17,2;8,5;65,6;64;18,2;105,38;16;246;;;;;;;;;;;;;;;;;;;;;;;;;
Bronny James;LAL;20;27;17;10;6,7;62;22;68;31,3;8;32;28,1;11;14;78,6;3;14;19;22;14;8;3;14;140;0;0;-2,6;95,5;114,1;-18,6;19,1;1,69;20,4;2,1;7,6;4,8;12;38,1;42,4;19,9;99,45;5;375;;;;;;;;;;;;;;;;;;;;;;;;;
Markelle Fultz;SAC;27;21;9;12;8,8;61;27;67;41,8;4;8;50;0;0;100;6;15;21;27;15;11;2;13;147;0;0;0,2;109,3;105,7;3,6;20,8;1,8;24,8;3,6;7,7;5,8;13,8;44,8;45,2;19,6;99,36;6,5;377;;;;;;;;;;;;;;;;;;;;;;;;;
Cole Swider;TOR;26;10;5;5;17;59;22;63;34,9;15;47;31,9;0;1;0;5;22;27;3;4;4;2;12;110;0;0;5,4;114,2;100,5;13,7;2,2;0,75;4,3;2,6;11,9;7,2;5,7;46,8;46,5;15,5;104,92;4,6;372;;;;;;;;;;;;;;;;;;;;;;;;;
Bruno Fernando;TOR;26;17;2;15;8,6;58;26;49;53,1;0;0;0;7;9;75;20;31;51;19;14;3;9;27;172;0;0;-1,3;103,9;110,1;-6,1;19,4;1,29;21,2;12,7;21;16,5;16,5;53,1;55,2;18,2;100,37;10;305;;;;;;;;;;;;;;;;;;;;;;;;;
Dario Šarić;DEN;31;16;7;9;13,1;56;21;58;36,2;6;26;26,9;6;10;70;14;37;50;22;14;6;2;19;160;1;0;-3,1;97,3;108,7;-11,5;17;1,53;22,8;5,9;15,8;10,7;14,9;42,2;44,9;15,7;99,59;6,7;437;;;;;;;;;;;;;;;;;;;;;;;;;
Markieff Morris;LAL;35;15;7;8;11;56;21;71;30;9;36;25;5;6;83,3;3;20;23;21;5;2;3;17;125;0;0;-1,9;106,1;113,9;-7,8;19,1;4,2;21,2;1,7;11,4;6,6;5,1;36,4;38,5;20,2;100,86;4,5;345;;;;;;;;;;;;;;;;;;;;;;;;;
Tyson Etienne;BKN;25;7;1;6;21,6;55;17;52;32,7;13;44;29,5;8;10;80;3;6;9;12;8;3;1;17;88;0;0;-10;98,8;119,3;-20,5;12,6;1,5;15,6;1,8;4,6;3;10,4;45,2;48,8;17,7;105,16;2,4;330;;;;;;;;;;;;;;;;;;;;;;;;;
Drew Peterson;BOS;25;25;17;8;7,4;55;18;40;41,5;13;33;39,4;8;10;77,8;10;30;40;13;8;5;3;18;135;0;0;1,8;115,7;102,9;12,8;9,5;1,63;19,7;5,1;16,1;10,8;12,1;57,3;60,1;12,1;96,96;7,8;375;;;;;;;;;;;;;;;;;;;;;;;;;
Killian Hayes;BKN;23;6;1;5;27,1;54;18;43;41,9;8;21;38,1;10;12;83,3;5;13;18;31;9;4;4;13;137;0;0;-4;109,9;115,6;-5,7;27,4;3,44;34,8;2,8;8,7;5,5;10,1;51,2;55,9;14,5;101,72;8,5;342;;;;;;;;;;;;;;;;;;;;;;;;;
Kobe Bufkin;ATL;21;10;6;4;12,4;53;18;47;38,3;4;19;21,1;13;18;72,2;5;16;21;17;8;3;2;9;111;0;0;-2,3;95,3;103,3;-8;21,3;2,13;21,3;3,5;12,3;7,7;10;42,6;48,3;20,3;106,96;8,6;275;;;;;;;;;;;;;;;;;;;;;;;;;
Chuma Okeke;CLE;26;9;2;7;21,9;53;20;40;50;11;28;39,3;2;3;66,7;21;26;47;15;3;5;4;5;156;1;0;-3,1;115,8;122,1;-6,3;10,1;5;25,4;9,9;14,1;11,8;5,1;63,8;64,1;9,3;99,08;8,9;405;;;;;;;;;;;;;;;;;;;;;;;;;
Patrick Baldwin Jr,;LAC;22;24;3;21;4,4;53;19;36;54,3;12;24;56,5;2;5;50;5;19;24;2;5;2;2;7;98;0;0;1,2;114,6;102,1;12,4;4,2;0,6;6,7;3,8;18,9;10,5;11,1;72,9;72,1;15,1;104,77;12,2;233;;;;;;;;;;;;;;;;;;;;;;;;;
Garrett Temple;TOR;39;28;11;17;8,1;53;17;59;30;6;28;21,4;11;11;91,7;8;20;28;31;11;17;3;22;182;0;0;-1;106,6;111,1;-4,5;17,1;3,1;29;3,6;9;6,1;9,3;35;40,6;12,9;105,94;5,1;498;;;;;;;;;;;;;;;;;;;;;;;;;
Oshae Brissett;PHI;26;6;1;5;23,7;52;19;39;48,7;6;18;33,3;8;14;57,1;7;15;22;4;8;4;3;14;97;0;0;-5,2;113,6;124,3;-10,7;4;0,5;7,1;4,7;11,5;7,9;14,3;56,4;57,6;15,4;101,4;5;301;;;;;;;;;;;;;;;;;;;;;;;;;
Ariel Hukporti;NYK;23;25;17;8;8,7;48;20;30;67,7;0;0;0;5;13;46,2;15;38;50;10;20;0;15;33;153;0;0;-2,5;97,6;110,1;-12,4;7,5;0,52;15,9;6,6;15,1;11,2;30,4;67,7;65,4;11,3;102,57;4,8;462;;;;;;;;;;;;;;;;;;;;;;;;;
Kevin Knox II;GSW;25;14;11;3;6;46;18;36;50;4;15;26,7;6;8;75;7;10;17;6;4;1;4;6;88;0;0;-0,2;112,7;115,6;-2,9;8,6;1,25;10,2;6,9;14,9;10,1;8,2;55,6;58,2;20,2;103,28;10,4;181;;;;;;;;;;;;;;;;;;;;;;;;;
Enrique Freeman;IND;24;22;7;15;8,2;46;15;37;43,2;0;11;10;13;20;68,4;11;20;31;9;7;2;2;22;108;0;0;-0,9;104,4;110,7;-6,3;6,2;1,5;15;5,4;10,6;7,8;10;44,6;50,7;10,9;107,55;4;409;;;;;;;;;;;;;;;;;;;;;;;;;
Daeqwon Plowden;ATL;26;6;3;3;11,9;43;16;25;64;9;17;52,9;2;2;100;4;7;11;2;4;0;0;10;55;0;0;4,8;104;84,2;19,8;4,7;0,5;6,3;5,7;9,3;7,6;12,5;82;83,1;18,1;101,64;12,2;151;;;;;;;;;;;;;;;;;;;;;;;;;
Keshad Johnson;MIA;23;16;10;6;6,1;43;18;26;69,2;3;6;42,9;5;10;44,4;6;22;29;5;5;5;5;11;106;0;0;0,3;105,5;104,1;1,3;5,8;1;10,5;6,7;18,8;13,6;10,5;75;71,8;14,5;106,64;11,4;219;;;;;;;;;;;;;;;;;;;;;;;;;
Jaylen Sims;CHA;26;6;0;6;18,6;42;12;28;42,9;6;15;40;12;15;80;3;3;6;12;8;3;1;10;71;0;0;-7,8;100,4;120,4;-20;17,6;1,5;21,8;2,5;2,5;2,5;14,5;53,6;60,7;15,9;100,89;5,7;235;;;;;;;;;;;;;;;;;;;;;;;;;
Pete Nance;MIL;25;13;8;5;10,6;38;14;33;43,8;9;23;37,5;1;3;50;5;16;21;10;4;3;3;17;86;0;0;-1,1;107,8;114,8;-7;10,6;2,5;21,3;3,6;11,5;7,6;8,5;57,8;57,8;11,6;97,1;5,4;282;;;;;;;;;;;;;;;;;;;;;;;;;
Emoni Bates;CLE;21;10;9;1;7,5;37;13;38;34,2;11;30;36,7;0;0;0;0;7;7;8;2;1;1;4;61;0;0;-3,4;89;110,5;-21,5;20;4;16,7;0;7,5;3,6;4,2;48,7;48,7;20,1;104,3;8;163;;;;;;;;;;;;;;;;;;;;;;;;;
Chris Duarte;CHI;27;17;4;13;4,4;36;12;26;46,2;7;15;40;7;9;75;5;15;20;9;2;0;0;7;73;0;0;0,7;105,2;102,4;2,8;17,3;9;23,1;6;16,5;11,5;2,6;57,7;61;15,1;108,61;12,7;172;;;;;;;;;;;;;;;;;;;;;;;;;
Nae'Qwan Tomlin;CLE;24;5;4;1;12,7;36;13;32;40,6;2;10;20;8;11;72,7;9;12;21;2;2;0;1;9;65;1;0;1,4;96,4;92;4,4;5,3;1;5;11,7;14,5;13,1;5;43,8;48,9;23;104,1;9,6;138;;;;;;;;;;;;;;;;;;;;;;;;;
Alex Ducas;OKC;24;21;20;1;6;36;13;29;40;11;21;47,6;2;2;100;8;17;25;4;4;4;0;13;86;0;0;-1;99,6;106,3;-6,7;5,8;1,25;12,5;6;11,9;8,8;10;56,7;58,3;11,5;102,63;6,5;266;;;;;;;;;;;;;;;;;;;;;;;;;
Isaiah Jackson;IND;23;5;1;4;16,8;35;14;23;60,9;0;0;0;7;14;50;11;17;28;5;5;3;8;14;104;0;0;2;112,5;107,1;5,4;7,9;1;12,5;12,6;16,8;14,9;12,5;60,9;60;16,4;105,29;9,5;184;;;;;;;;;;;;;;;;;;;;;;;;;
Yuki Kawamura;MEM;24;22;17;5;4,2;35;11;31;36,7;7;22;30,4;7;9;77,8;0;11;11;20;4;2;0;9;79;0;0;1,2;114,6;102,5;12,1;25,7;3,8;32,8;0;11,4;6,3;8,6;48,3;53;16,7;106,19;8,6;206;;;;;;;;;;;;;;;;;;;;;;;;;
TyTy Washington Jr,;PHX;23;16;4;12;7,4;35;14;45;31,1;5;21;19;3;6;50;5;10;13;16;3;3;0;5;80;0;0;0,1;109,2;105,7;3,5;18,8;5,33;23,9;3,1;7;5;4,5;35,6;36,7;18,7;98,56;4,9;240;;;;;;;;;;;;;;;;;;;;;;;;;
JD Davison;BOS;22;16;13;3;5,8;34;13;34;35,3;5;18;22,2;5;6;71,4;2;11;13;13;13;5;2;2;74;0;0;-1,8;91,7;105,4;-13,7;27,7;1;20,6;2;11,8;6,7;20,6;41,2;44,5;22,8;94,28;7,9;181;;;;;;;;;;;;;;;;;;;;;;;;;
Kylor Kelley;NOP;27;11;3;8;11,5;34;14;22;63,6;0;0;0;6;10;60;12;28;39;6;4;1;3;15;97;1;0;-6,8;101,4;130,5;-29,1;5,6;1,25;13,9;7,9;19,4;13,4;11,1;63,6;64,4;9,7;104,42;7,2;276;;;;;;;;;;;;;;;;;;;;;;;;;
